Date,SO2,NOx,RSPM,AQI,Area
16-04-2013,22,56,64.0,70.0,Pimpri-Chinchwad
17-04-2013,29,41,195.0,163.0,Pimpri-Chinchwad
18-04-2013,15,42,74.0,74.0,Pimpri-Chinchwad
19-04-2013,24,37,39.0,46.0,Pimpri-Chinchwad
21-04-2013,24,34,95.0,95.0,Pimpri-Chinchwad
22-04-2013,21,38,71.0,71.0,Pimpri-Chinchwad
23-04-2013,18,45,42.0,56.0,Pimpri-Chinchwad
24-04-2013,18,51,59.0,64.0,Pimpri-Chinchwad
25-04-2013,21,42,75.0,75.0,Pimpri-Chinchwad
26-04-2013,31,41,72.0,72.0,Pimpri-Chinchwad
28-04-2013,45,33,107.0,105.0,Pimpri-Chinchwad
29-04-2013,27,34,57.0,57.0,Pimpri-Chinchwad
30-04-2013,27,45,94.0,94.0,Pimpri-Chinchwad
02-05-2013,30,43,57.0,57.0,Pimpri-Chinchwad
03-05-2013,21,42,72.0,72.0,Pimpri-Chinchwad
05-05-2013,37,33,64.0,64.0,Pimpri-Chinchwad
06-05-2013,25,33,71.0,71.0,Pimpri-Chinchwad
07-05-2013,24,33,74.0,74.0,Pimpri-Chinchwad
08-05-2013,53,33,58.0,66.0,Pimpri-Chinchwad
09-05-2013,28,38,57.0,57.0,Pimpri-Chinchwad
10-05-2013,25,33,74.0,74.0,Pimpri-Chinchwad
12-05-2013,26,37,134.0,123.0,Pimpri-Chinchwad
14-05-2013,18,30,56.0,56.0,Pimpri-Chinchwad
15-05-2013,21,37,55.0,55.0,Pimpri-Chinchwad
16-05-2013,22,37,55.0,55.0,Pimpri-Chinchwad
17-05-2013,54,26,42.0,68.0,Pimpri-Chinchwad
18-05-2013,22,28,40.0,40.0,Pimpri-Chinchwad
19-05-2013,20,29,49.0,49.0,Pimpri-Chinchwad
20-05-2013,19,24,56.0,56.0,Pimpri-Chinchwad
21-05-2013,18,31,37.0,39.0,Pimpri-Chinchwad
22-05-2013,23,30,40.0,40.0,Pimpri-Chinchwad
23-05-2013,22,28,47.0,47.0,Pimpri-Chinchwad
24-05-2013,29,26,40.0,40.0,Pimpri-Chinchwad
25-05-2013,27,26,38.0,38.0,Pimpri-Chinchwad
27-05-2013,20,26,61.0,61.0,Pimpri-Chinchwad
28-05-2013,26,25,29.0,31.0,Pimpri-Chinchwad
29-05-2013,28,31,29.0,39.0,Pimpri-Chinchwad
30-05-2013,27,30,44.0,44.0,Pimpri-Chinchwad
31-05-2013,26,34,52.0,52.0,Pimpri-Chinchwad
01-06-2013,29,36,42.0,45.0,Pimpri-Chinchwad
04-06-2013,21,23,72.0,72.0,Pimpri-Chinchwad
05-06-2013,21,32,42.0,42.0,Pimpri-Chinchwad
06-06-2013,16,19,42.0,42.0,Pimpri-Chinchwad
07-06-2013,18,25,54.0,54.0,Pimpri-Chinchwad
08-06-2013,20,34,40.0,43.0,Pimpri-Chinchwad
09-06-2013,22,28,42.0,42.0,Pimpri-Chinchwad
10-06-2013,14,40,34.0,50.0,Pimpri-Chinchwad
11-06-2013,17,27,45.0,45.0,Pimpri-Chinchwad
12-06-2013,15,25,58.0,58.0,Pimpri-Chinchwad
13-06-2013,17,30,26.0,38.0,Pimpri-Chinchwad
14-06-2013,16,34,62.0,62.0,Pimpri-Chinchwad
16-06-2013,17,26,38.0,38.0,Pimpri-Chinchwad
17-06-2013,16,30,59.0,59.0,Pimpri-Chinchwad
18-06-2013,15,25,36.0,36.0,Pimpri-Chinchwad
19-06-2013,13,28,57.0,57.0,Pimpri-Chinchwad
20-06-2013,16,26,37.0,37.0,Pimpri-Chinchwad
21-06-2013,16,32,41.0,41.0,Pimpri-Chinchwad
23-06-2013,18,27,43.0,43.0,Pimpri-Chinchwad
24-06-2013,17,25,39.0,39.0,Pimpri-Chinchwad
25-06-2013,17,26,47.0,47.0,Pimpri-Chinchwad
26-06-2013,17,28,39.0,39.0,Pimpri-Chinchwad
27-06-2013,19,22,58.0,58.0,Pimpri-Chinchwad
28-06-2013,19,26,39.0,39.0,Pimpri-Chinchwad
30-06-2013,16,21,59.0,59.0,Pimpri-Chinchwad
01-07-2013,18,27,44.0,44.0,Pimpri-Chinchwad
02-07-2013,21,29,51.0,51.0,Pimpri-Chinchwad
03-07-2013,13,19,66.0,66.0,Pimpri-Chinchwad
04-07-2013,17,32,47.0,47.0,Pimpri-Chinchwad
05-07-2013,17,33,54.0,54.0,Pimpri-Chinchwad
07-07-2013,21,28,55.0,55.0,Pimpri-Chinchwad
08-07-2013,19,25,41.0,41.0,Pimpri-Chinchwad
09-07-2013,17,18,44.0,44.0,Pimpri-Chinchwad
10-07-2013,15,24,43.0,43.0,Pimpri-Chinchwad
11-07-2013,13,22,56.0,56.0,Pimpri-Chinchwad
13-07-2013,17,28,34.0,35.0,Pimpri-Chinchwad
14-07-2013,15,21,45.0,45.0,Pimpri-Chinchwad
15-07-2013,13,23,63.0,63.0,Pimpri-Chinchwad
16-07-2013,15,23,51.0,51.0,Pimpri-Chinchwad
17-07-2013,14,23,40.0,40.0,Pimpri-Chinchwad
18-07-2013,14,21,26.0,26.0,Pimpri-Chinchwad
19-07-2013,14,24,43.0,43.0,Pimpri-Chinchwad
22-07-2013,11,12,41.0,41.0,Pimpri-Chinchwad
23-07-2013,12,14,27.0,27.0,Pimpri-Chinchwad
24-07-2013,12,17,32.0,32.0,Pimpri-Chinchwad
25-07-2013,11,17,37.0,37.0,Pimpri-Chinchwad
26-07-2013,15,20,51.0,51.0,Pimpri-Chinchwad
27-07-2013,13,17,40.0,40.0,Pimpri-Chinchwad
28-07-2013,13,20,23.0,25.0,Pimpri-Chinchwad
29-07-2013,12,22,28.0,28.0,Pimpri-Chinchwad
30-07-2013,14,19,28.0,28.0,Pimpri-Chinchwad
31-07-2013,14,21,45.0,45.0,Pimpri-Chinchwad
01-08-2013,34,38,45.0,48.0,Pimpri-Chinchwad
02-08-2013,33,39,67.0,67.0,Pimpri-Chinchwad
04-08-2013,15,25,33.0,33.0,Pimpri-Chinchwad
06-08-2013,15,33,53.0,53.0,Pimpri-Chinchwad
07-08-2013,9,21,47.0,47.0,Pimpri-Chinchwad
08-08-2013,16,33,26.0,41.0,Pimpri-Chinchwad
09-08-2013,17,24,20.0,30.0,Pimpri-Chinchwad
10-08-2013,16,23,32.0,32.0,Pimpri-Chinchwad
11-08-2013,15,33,15.0,41.0,Pimpri-Chinchwad
12-08-2013,13,27,30.0,34.0,Pimpri-Chinchwad
13-08-2013,13,23,20.0,29.0,Pimpri-Chinchwad
14-08-2013,19,29,106.0,104.0,Pimpri-Chinchwad
17-08-2013,15,25,29.0,31.0,Pimpri-Chinchwad
18-08-2013,17,28,34.0,35.0,Pimpri-Chinchwad
19-08-2013,14,27,31.0,34.0,Pimpri-Chinchwad
20-08-2013,13,19,28.0,28.0,Pimpri-Chinchwad
21-08-2013,15,21,26.0,26.0,Pimpri-Chinchwad
22-08-2013,14,24,25.0,30.0,Pimpri-Chinchwad
23-08-2013,15,21,25.0,26.0,Pimpri-Chinchwad
25-08-2013,16,23,24.0,29.0,Pimpri-Chinchwad
26-08-2013,17,29,35.0,36.0,Pimpri-Chinchwad
27-08-2013,12,28,36.0,36.0,Pimpri-Chinchwad
28-08-2013,15,25,28.0,31.0,Pimpri-Chinchwad
29-08-2013,16,25,25.0,31.0,Pimpri-Chinchwad
01-09-2013,20,28,80.0,80.0,Pimpri-Chinchwad
02-09-2013,18,29,55.0,55.0,Pimpri-Chinchwad
03-09-2013,15,26,31.0,33.0,Pimpri-Chinchwad
05-09-2013,14,20,36.0,36.0,Pimpri-Chinchwad
06-09-2013,17,25,27.0,31.0,Pimpri-Chinchwad
08-09-2013,22,37,57.0,57.0,Pimpri-Chinchwad
09-09-2013,20,30,84.0,84.0,Pimpri-Chinchwad
10-09-2013,18,31,61.0,61.0,Pimpri-Chinchwad
11-09-2013,14,37,49.0,49.0,Pimpri-Chinchwad
12-09-2013,18,38,74.0,74.0,Pimpri-Chinchwad
14-09-2013,18,36,52.0,52.0,Pimpri-Chinchwad
15-09-2013,20,39,43.0,49.0,Pimpri-Chinchwad
16-09-2013,22,37,102.0,101.0,Pimpri-Chinchwad
17-09-2013,24,31,53.0,53.0,Pimpri-Chinchwad
18-09-2013,24,44,128.0,119.0,Pimpri-Chinchwad
19-09-2013,19,41,65.0,65.0,Pimpri-Chinchwad
20-09-2013,24,36,48.0,48.0,Pimpri-Chinchwad
22-09-2013,15,32,53.0,53.0,Pimpri-Chinchwad
23-09-2013,21,30,60.0,60.0,Pimpri-Chinchwad
24-09-2013,15,31,60.0,60.0,Pimpri-Chinchwad
25-09-2013,17,26,20.0,33.0,Pimpri-Chinchwad
26-09-2013,19,29,46.0,46.0,Pimpri-Chinchwad
27-09-2013,18,28,27.0,35.0,Pimpri-Chinchwad
29-09-2013,15,28,25.0,35.0,Pimpri-Chinchwad
30-09-2013,14,28,50.0,50.0,Pimpri-Chinchwad
01-10-2013,19,24,29.0,30.0,Pimpri-Chinchwad
03-10-2013,17,29,52.0,52.0,Pimpri-Chinchwad
05-10-2013,22,28,36.0,36.0,Pimpri-Chinchwad
06-10-2013,14,27,56.0,56.0,Pimpri-Chinchwad
07-10-2013,20,28,57.0,57.0,Pimpri-Chinchwad
08-10-2013,23,28,36.0,36.0,Pimpri-Chinchwad
09-10-2013,14,23,54.0,54.0,Pimpri-Chinchwad
10-10-2013,15,28,40.0,40.0,Pimpri-Chinchwad
11-10-2013,14,24,31.0,31.0,Pimpri-Chinchwad
13-10-2013,18,17,54.0,54.0,Pimpri-Chinchwad
14-10-2013,18,22,47.0,47.0,Pimpri-Chinchwad
15-10-2013,19,27,70.0,70.0,Pimpri-Chinchwad
16-10-2013,17,29,60.0,60.0,Pimpri-Chinchwad
17-10-2013,15,30,57.0,57.0,Pimpri-Chinchwad
18-10-2013,22,40,112.0,108.0,Pimpri-Chinchwad
20-10-2013,25,43,79.0,79.0,Pimpri-Chinchwad
21-10-2013,30,51,86.0,86.0,Pimpri-Chinchwad
22-10-2013,23,36,83.0,83.0,Pimpri-Chinchwad
23-10-2013,25,27,70.0,70.0,Pimpri-Chinchwad
24-10-2013,17,36,56.0,56.0,Pimpri-Chinchwad
25-10-2013,16,31,45.0,45.0,Pimpri-Chinchwad
27-10-2013,17,37,64.0,64.0,Pimpri-Chinchwad
28-10-2013,15,29,82.0,82.0,Pimpri-Chinchwad
29-10-2013,18,37,92.0,92.0,Pimpri-Chinchwad
30-10-2013,22,41,95.0,95.0,Pimpri-Chinchwad
01-11-2013,20,38,114.0,109.0,Pimpri-Chinchwad
03-11-2013,32,33,118.0,112.0,Pimpri-Chinchwad
04-11-2013,21,40,79.0,79.0,Pimpri-Chinchwad
05-11-2013,28,36,129.0,119.0,Pimpri-Chinchwad
06-11-2013,17,38,107.0,105.0,Pimpri-Chinchwad
07-11-2013,22,37,137.0,125.0,Pimpri-Chinchwad
08-11-2013,21,38,110.0,107.0,Pimpri-Chinchwad
10-11-2013,29,37,117.0,111.0,Pimpri-Chinchwad
11-11-2013,15,45,102.0,101.0,Pimpri-Chinchwad
12-11-2013,11,33,107.0,105.0,Pimpri-Chinchwad
13-11-2013,18,41,122.0,115.0,Pimpri-Chinchwad
14-11-2013,17,33,103.0,102.0,Pimpri-Chinchwad
15-11-2013,17,48,109.0,106.0,Pimpri-Chinchwad
16-11-2013,13,60,104.0,103.0,Pimpri-Chinchwad
19-11-2013,17,47,121.0,114.0,Pimpri-Chinchwad
20-11-2013,17,32,95.0,95.0,Pimpri-Chinchwad
21-11-2013,14,27,102.0,101.0,Pimpri-Chinchwad
23-11-2013,16,42,119.0,113.0,Pimpri-Chinchwad
24-11-2013,16,34,83.0,83.0,Pimpri-Chinchwad
25-11-2013,22,29,40.0,40.0,Pimpri-Chinchwad
26-11-2013,14,32,80.0,80.0,Pimpri-Chinchwad
27-11-2013,33,34,91.0,91.0,Pimpri-Chinchwad
28-11-2013,21,44,84.0,84.0,Pimpri-Chinchwad
29-11-2013,22,31,111.0,107.0,Pimpri-Chinchwad
01-12-2013,29,46,116.0,111.0,Pimpri-Chinchwad
02-12-2013,23,43,79.0,79.0,Pimpri-Chinchwad
03-12-2013,15,42,61.0,61.0,Pimpri-Chinchwad
04-12-2013,20,37,74.0,74.0,Pimpri-Chinchwad
05-12-2013,19,51,115.0,110.0,Pimpri-Chinchwad
06-12-2013,24,55,87.0,87.0,Pimpri-Chinchwad
08-12-2013,44,56,128.0,119.0,Pimpri-Chinchwad
09-12-2013,23,70,110.0,107.0,Pimpri-Chinchwad
10-12-2013,31,62,179.0,153.0,Pimpri-Chinchwad
11-12-2013,32,65,151.0,134.0,Pimpri-Chinchwad
12-12-2013,14,48,129.0,119.0,Pimpri-Chinchwad
14-12-2013,63,66,152.0,135.0,Pimpri-Chinchwad
15-12-2013,60,63,148.0,132.0,Pimpri-Chinchwad
16-12-2013,31,67,163.0,142.0,Pimpri-Chinchwad
17-12-2013,26,73,145.0,130.0,Pimpri-Chinchwad
18-12-2013,17,62,150.0,133.0,Pimpri-Chinchwad
19-12-2013,15,65,158.0,139.0,Pimpri-Chinchwad
20-12-2013,14,69,136.0,124.0,Pimpri-Chinchwad
22-12-2013,19,62,137.0,125.0,Pimpri-Chinchwad
23-12-2013,19,80,115.0,110.0,Pimpri-Chinchwad
24-12-2013,21,91,107.0,111.0,Pimpri-Chinchwad
27-12-2013,21,98,180.0,153.0,Pimpri-Chinchwad
28-12-2013,16,79,149.0,133.0,Pimpri-Chinchwad
29-12-2013,17,71,161.0,141.0,Pimpri-Chinchwad
30-12-2013,23,43,102.0,101.0,Pimpri-Chinchwad
31-12-2013,44,51,230.0,187.0,Pimpri-Chinchwad
01-01-2014,59,42,104.0,103.0,Pimpri-Chinchwad
02-01-2014,27,49,136.0,124.0,Pimpri-Chinchwad
04-01-2014,27,91,162.0,141.0,Pimpri-Chinchwad
05-01-2014,22,82,127.0,118.0,Pimpri-Chinchwad
06-01-2014,40,67,149.0,133.0,Pimpri-Chinchwad
07-01-2014,44,55,161.0,141.0,Pimpri-Chinchwad
08-01-2014,66,63,161.0,141.0,Pimpri-Chinchwad
09-01-2014,34,69,160.0,140.0,Pimpri-Chinchwad
10-01-2014,33,60,122.0,115.0,Pimpri-Chinchwad
12-01-2014,26,69,125.0,117.0,Pimpri-Chinchwad
13-01-2014,21,64,185.0,157.0,Pimpri-Chinchwad
14-01-2014,29,78,166.0,144.0,Pimpri-Chinchwad
15-01-2014,38,88,154.0,136.0,Pimpri-Chinchwad
17-01-2014,29,54,114.0,109.0,Pimpri-Chinchwad
19-01-2014,39,60,121.0,114.0,Pimpri-Chinchwad
20-01-2014,39,57,111.0,107.0,Pimpri-Chinchwad
21-01-2014,38,53,113.0,109.0,Pimpri-Chinchwad
22-01-2014,33,56,141.0,127.0,Pimpri-Chinchwad
23-01-2014,36,64,175.0,150.0,Pimpri-Chinchwad
24-01-2014,33,77,153.0,135.0,Pimpri-Chinchwad
27-01-2014,22,55,114.0,109.0,Pimpri-Chinchwad
28-01-2014,19,35,126.0,117.0,Pimpri-Chinchwad
29-01-2014,28,52,144.0,129.0,Pimpri-Chinchwad
30-01-2014,33,62,116.0,111.0,Pimpri-Chinchwad
31-01-2014,24,46,116.0,111.0,Pimpri-Chinchwad
02-02-2014,26,41,148.0,132.0,Pimpri-Chinchwad
03-02-2014,31,87,173.0,149.0,Pimpri-Chinchwad
04-02-2014,36,95,188.0,159.0,Pimpri-Chinchwad
05-02-2014,29,82,191.0,161.0,Pimpri-Chinchwad
06-02-2014,23,41,150.0,133.0,Pimpri-Chinchwad
07-02-2014,20,46,159.0,139.0,Pimpri-Chinchwad
08-02-2014,27,55,129.0,119.0,Pimpri-Chinchwad
09-02-2014,33,54,86.0,86.0,Pimpri-Chinchwad
10-02-2014,29,57,94.0,94.0,Pimpri-Chinchwad
11-02-2014,24,54,176.0,151.0,Pimpri-Chinchwad
12-02-2014,23,52,105.0,103.0,Pimpri-Chinchwad
13-02-2014,20,33,62.0,62.0,Pimpri-Chinchwad
14-02-2014,22,37,94.0,94.0,Pimpri-Chinchwad
16-02-2014,27,46,89.0,89.0,Pimpri-Chinchwad
18-02-2014,48,53,134.0,123.0,Pimpri-Chinchwad
19-02-2014,39,78,139.0,126.0,Pimpri-Chinchwad
20-02-2014,24,39,112.0,108.0,Pimpri-Chinchwad
21-02-2014,24,47,107.0,105.0,Pimpri-Chinchwad
23-02-2014,18,42,118.0,112.0,Pimpri-Chinchwad
24-02-2014,31,49,141.0,127.0,Pimpri-Chinchwad
25-02-2014,22,51,98.0,98.0,Pimpri-Chinchwad
26-02-2014,20,55,97.0,97.0,Pimpri-Chinchwad
27-02-2014,22,64,72.0,80.0,Pimpri-Chinchwad
28-02-2014,17,66,80.0,83.0,Pimpri-Chinchwad
02-03-2014,25,26,63.0,63.0,Pimpri-Chinchwad
05-03-2014,20,35,88.0,88.0,Pimpri-Chinchwad
06-03-2014,15,28,78.0,78.0,Pimpri-Chinchwad
07-03-2014,19,29,92.0,92.0,Pimpri-Chinchwad
09-03-2014,24,35,68.0,68.0,Pimpri-Chinchwad
10-03-2014,20,32,101.0,101.0,Pimpri-Chinchwad
11-03-2014,31,47,142.0,128.0,Pimpri-Chinchwad
12-03-2014,18,46,83.0,83.0,Pimpri-Chinchwad
13-03-2014,27,54,90.0,90.0,Pimpri-Chinchwad
14-03-2014,20,41,154.0,136.0,Pimpri-Chinchwad
16-03-2014,25,46,124.0,116.0,Pimpri-Chinchwad
17-03-2014,17,39,83.0,83.0,Pimpri-Chinchwad
18-03-2014,22,47,102.0,101.0,Pimpri-Chinchwad
19-03-2014,25,59,115.0,110.0,Pimpri-Chinchwad
20-03-2014,29,53,112.0,108.0,Pimpri-Chinchwad
21-03-2014,18,62,103.0,102.0,Pimpri-Chinchwad
23-03-2014,23,34,100.0,100.0,Pimpri-Chinchwad
24-03-2014,17,54,105.0,103.0,Pimpri-Chinchwad
25-03-2014,18,58,93.0,93.0,Pimpri-Chinchwad
28-03-2014,19,32,178.0,152.0,Pimpri-Chinchwad
29-03-2014,20,63,98.0,98.0,Pimpri-Chinchwad
30-03-2014,21,41,80.0,80.0,Pimpri-Chinchwad
01-04-2014,25,60,92.0,92.0,Pimpri-Chinchwad
02-04-2014,16,51,107.0,105.0,Pimpri-Chinchwad
03-04-2014,22,59,104.0,103.0,Pimpri-Chinchwad
04-04-2014,22,49,160.0,140.0,Pimpri-Chinchwad
07-04-2014,16,48,103.0,102.0,Pimpri-Chinchwad
08-04-2014,18,60,90.0,90.0,Pimpri-Chinchwad
09-04-2014,18,50,107.0,105.0,Pimpri-Chinchwad
10-04-2014,20,56,98.0,98.0,Pimpri-Chinchwad
11-04-2014,17,43,115.0,110.0,Pimpri-Chinchwad
12-04-2014,19,55,112.0,108.0,Pimpri-Chinchwad
13-04-2014,21,41,77.0,77.0,Pimpri-Chinchwad
14-04-2014,39,81,80.0,101.0,Pimpri-Chinchwad
15-04-2014,23,36,99.0,99.0,Pimpri-Chinchwad
16-04-2014,16,36,93.0,93.0,Pimpri-Chinchwad
17-04-2014,19,47,60.0,60.0,Pimpri-Chinchwad
18-04-2014,22,33,64.0,64.0,Pimpri-Chinchwad
20-04-2014,16,52,71.0,71.0,Pimpri-Chinchwad
21-04-2014,18,55,56.0,69.0,Pimpri-Chinchwad
22-04-2014,16,45,140.0,127.0,Pimpri-Chinchwad
23-04-2014,18,42,97.0,97.0,Pimpri-Chinchwad
24-04-2014,15,49,139.0,126.0,Pimpri-Chinchwad
25-04-2014,20,31,94.0,94.0,Pimpri-Chinchwad
27-04-2014,21,46,93.0,93.0,Pimpri-Chinchwad
03-05-2014,22,38,84.0,84.0,Pimpri-Chinchwad
05-05-2014,22,41,59.0,59.0,Pimpri-Chinchwad
06-05-2014,18,41,88.0,88.0,Pimpri-Chinchwad
07-05-2014,12,33,63.0,63.0,Pimpri-Chinchwad
08-05-2014,18,35,71.0,71.0,Pimpri-Chinchwad
09-05-2014,19,25,37.0,37.0,Pimpri-Chinchwad
10-05-2014,12,22,61.0,61.0,Pimpri-Chinchwad
12-05-2014,15,25,47.0,47.0,Pimpri-Chinchwad
13-05-2014,15,27,49.0,49.0,Pimpri-Chinchwad
14-05-2014,17,25,45.0,45.0,Pimpri-Chinchwad
15-05-2014,14,30,37.0,38.0,Pimpri-Chinchwad
16-05-2014,18,22,52.0,52.0,Pimpri-Chinchwad
17-05-2014,12,24,73.0,73.0,Pimpri-Chinchwad
19-05-2014,13,26,81.0,81.0,Pimpri-Chinchwad
20-05-2014,20,28,56.0,56.0,Pimpri-Chinchwad
21-05-2014,15,36,69.0,69.0,Pimpri-Chinchwad
22-05-2014,17,44,69.0,69.0,Pimpri-Chinchwad
23-05-2014,24,31,77.0,77.0,Pimpri-Chinchwad
24-05-2014,17,39,68.0,68.0,Pimpri-Chinchwad
26-05-2014,21,35,67.0,67.0,Pimpri-Chinchwad
27-05-2014,26,28,50.0,50.0,Pimpri-Chinchwad
28-05-2014,14,20,56.0,56.0,Pimpri-Chinchwad
29-05-2014,15,34,48.0,48.0,Pimpri-Chinchwad
30-05-2014,13,32,47.0,47.0,Pimpri-Chinchwad
31-05-2014,18,32,52.0,52.0,Pimpri-Chinchwad
02-06-2014,23,41,49.0,51.0,Pimpri-Chinchwad
03-06-2014,17,35,44.0,44.0,Pimpri-Chinchwad
04-06-2014,15,44,53.0,55.0,Pimpri-Chinchwad
05-06-2014,19,29,45.0,45.0,Pimpri-Chinchwad
06-06-2014,20,36,35.0,45.0,Pimpri-Chinchwad
09-06-2014,14,26,36.0,36.0,Pimpri-Chinchwad
10-06-2014,18,21,28.0,28.0,Pimpri-Chinchwad
11-06-2014,18,24,31.0,31.0,Pimpri-Chinchwad
12-06-2014,19,24,37.0,37.0,Pimpri-Chinchwad
13-06-2014,17,23,39.0,39.0,Pimpri-Chinchwad
14-06-2014,13,26,35.0,35.0,Pimpri-Chinchwad
16-06-2014,22,24,40.0,40.0,Pimpri-Chinchwad
17-06-2014,17,25,53.0,53.0,Pimpri-Chinchwad
18-06-2014,18,24,42.0,42.0,Pimpri-Chinchwad
19-06-2014,17,23,50.0,50.0,Pimpri-Chinchwad
20-06-2014,22,20,76.0,76.0,Pimpri-Chinchwad
21-06-2014,14,20,46.0,46.0,Pimpri-Chinchwad
23-06-2014,15,17,45.0,45.0,Pimpri-Chinchwad
24-06-2014,16,24,47.0,47.0,Pimpri-Chinchwad
25-06-2014,16,21,60.0,60.0,Pimpri-Chinchwad
26-06-2014,15,20,44.0,44.0,Pimpri-Chinchwad
27-06-2014,21,20,50.0,50.0,Pimpri-Chinchwad
28-06-2014,14,21,52.0,52.0,Pimpri-Chinchwad
30-06-2014,14,20,49.0,49.0,Pimpri-Chinchwad
01-07-2014,14,22,32.0,32.0,Pimpri-Chinchwad
02-07-2014,18,23,36.0,36.0,Pimpri-Chinchwad
03-07-2014,13,18,31.0,31.0,Pimpri-Chinchwad
04-07-2014,11,18,37.0,37.0,Pimpri-Chinchwad
05-07-2014,14,17,36.0,36.0,Pimpri-Chinchwad
07-07-2014,12,18,36.0,36.0,Pimpri-Chinchwad
08-07-2014,15,21,37.0,37.0,Pimpri-Chinchwad
09-07-2014,33,20,31.0,31.0,Pimpri-Chinchwad
10-07-2014,13,25,38.0,38.0,Pimpri-Chinchwad
11-07-2014,13,23,33.0,33.0,Pimpri-Chinchwad
12-07-2014,15,23,40.0,40.0,Pimpri-Chinchwad
14-07-2014,13,22,49.0,49.0,Pimpri-Chinchwad
15-07-2014,14,23,34.0,34.0,Pimpri-Chinchwad
16-07-2014,13,17,40.0,40.0,Pimpri-Chinchwad
17-07-2014,16,16,43.0,43.0,Pimpri-Chinchwad
18-07-2014,13,21,62.0,62.0,Pimpri-Chinchwad
19-07-2014,13,17,50.0,50.0,Pimpri-Chinchwad
21-07-2014,13,19,74.0,74.0,Pimpri-Chinchwad
22-07-2014,12,18,32.0,32.0,Pimpri-Chinchwad
23-07-2014,15,25,46.0,46.0,Pimpri-Chinchwad
24-07-2014,12,17,163.0,142.0,Pimpri-Chinchwad
25-07-2014,15,17,86.0,86.0,Pimpri-Chinchwad
26-07-2014,46,48,56.0,60.0,Pimpri-Chinchwad
28-07-2014,42,49,27.0,61.0,Pimpri-Chinchwad
31-07-2014,21,29,99.0,99.0,Pimpri-Chinchwad
01-08-2014,42,60,43.0,75.0,Pimpri-Chinchwad
02-08-2014,13,23,59.0,59.0,Pimpri-Chinchwad
03-08-2014,12,22,62.0,62.0,Pimpri-Chinchwad
04-08-2014,24,29,33.0,36.0,Pimpri-Chinchwad
05-08-2014,14,21,46.0,46.0,Pimpri-Chinchwad
06-08-2014,16,21,45.0,45.0,Pimpri-Chinchwad
07-08-2014,16,23,54.0,54.0,Pimpri-Chinchwad
08-08-2014,20,19,48.0,48.0,Pimpri-Chinchwad
09-08-2014,22,22,104.0,103.0,Pimpri-Chinchwad
11-08-2014,13,69,41.0,86.0,Pimpri-Chinchwad
12-08-2014,17,19,34.0,34.0,Pimpri-Chinchwad
13-08-2014,16,18,50.0,50.0,Pimpri-Chinchwad
14-08-2014,15,53,33.0,66.0,Pimpri-Chinchwad
16-08-2014,12,66,35.0,83.0,Pimpri-Chinchwad
19-08-2014,14,53,72.0,72.0,Pimpri-Chinchwad
20-08-2014,11,45,85.0,85.0,Pimpri-Chinchwad
21-08-2014,16,17,19.0,21.0,Pimpri-Chinchwad
22-08-2014,17,28,29.0,35.0,Pimpri-Chinchwad
23-08-2014,14,18,17.0,23.0,Pimpri-Chinchwad
25-08-2014,12,40,41.0,50.0,Pimpri-Chinchwad
26-08-2014,12,31,35.0,39.0,Pimpri-Chinchwad
28-08-2014,15,19,20.0,24.0,Pimpri-Chinchwad
29-08-2014,14,16,17.0,20.0,Pimpri-Chinchwad
30-08-2014,13,18,18.0,23.0,Pimpri-Chinchwad
01-09-2014,30,49,24.0,61.0,Pimpri-Chinchwad
02-09-2014,28,18,32.0,32.0,Pimpri-Chinchwad
03-09-2014,21,30,32.0,38.0,Pimpri-Chinchwad
04-09-2014,32,43,50.0,54.0,Pimpri-Chinchwad
06-09-2014,30,24,50.0,50.0,Pimpri-Chinchwad
08-09-2014,17,27,23.0,34.0,Pimpri-Chinchwad
09-09-2014,30,27,24.0,34.0,Pimpri-Chinchwad
10-09-2014,39,63,52.0,79.0,Pimpri-Chinchwad
11-09-2014,18,44,38.0,55.0,Pimpri-Chinchwad
12-09-2014,19,48,40.0,60.0,Pimpri-Chinchwad
13-09-2014,23,46,29.0,58.0,Pimpri-Chinchwad
15-09-2014,21,44,30.0,55.0,Pimpri-Chinchwad
16-09-2014,19,49,54.0,61.0,Pimpri-Chinchwad
17-09-2014,30,44,53.0,55.0,Pimpri-Chinchwad
18-09-2014,30,48,39.0,60.0,Pimpri-Chinchwad
19-09-2014,32,33,51.0,51.0,Pimpri-Chinchwad
20-09-2014,30,43,21.0,54.0,Pimpri-Chinchwad
22-09-2014,28,36,55.0,55.0,Pimpri-Chinchwad
23-09-2014,29,27,62.0,62.0,Pimpri-Chinchwad
24-09-2014,26,48,87.0,87.0,Pimpri-Chinchwad
25-09-2014,32,51,67.0,67.0,Pimpri-Chinchwad
26-09-2014,32,52,78.0,78.0,Pimpri-Chinchwad
27-09-2014,27,38,81.0,81.0,Pimpri-Chinchwad
29-09-2014,33,51,92.0,92.0,Pimpri-Chinchwad
30-09-2014,33,61,80.0,80.0,Pimpri-Chinchwad
01-10-2014,27,28,72.0,72.0,Pimpri-Chinchwad
02-10-2014,25,31,123.0,115.0,Pimpri-Chinchwad
04-10-2014,26,53,91.0,91.0,Pimpri-Chinchwad
07-10-2014,30,49,140.0,127.0,Pimpri-Chinchwad
