Date,SO2,NOx,RSPM,AQI,Area
29-08-2005,20,38,84.0,84.0,Pimpri-Chinchwad
30-08-2005,21,43,94.0,94.0,Pimpri-Chinchwad
01-09-2005,17,35,74.0,74.0,Pimpri-Chinchwad
02-09-2005,15,28,68.0,68.0,Pimpri-Chinchwad
04-09-2005,17,31,72.0,72.0,Pimpri-Chinchwad
05-09-2005,20,36,91.0,91.0,Pimpri-Chinchwad
07-09-2005,18,32,87.0,87.0,Pimpri-Chinchwad
08-09-2005,15,31,70.0,70.0,Pimpri-Chinchwad
11-09-2005,14,25,49.0,49.0,Pimpri-Chinchwad
12-09-2005,11,21,29.0,29.0,Pimpri-Chinchwad
13-09-2005,14,25,36.0,36.0,Pimpri-Chinchwad
14-09-2005,16,30,42.0,42.0,Pimpri-Chinchwad
15-09-2005,12,21,32.0,32.0,Pimpri-Chinchwad
18-09-2005,12,22,34.0,34.0,Pimpri-Chinchwad
19-09-2005,12,22,34.0,34.0,Pimpri-Chinchwad
20-09-2005,15,29,40.0,40.0,Pimpri-Chinchwad
21-09-2005,16,30,44.0,44.0,Pimpri-Chinchwad
22-09-2005,14,27,41.0,41.0,Pimpri-Chinchwad
25-09-2005,13,28,28.0,35.0,Pimpri-Chinchwad
26-09-2005,17,35,74.0,74.0,Pimpri-Chinchwad
27-09-2005,19,37,88.0,88.0,Pimpri-Chinchwad
28-09-2005,18,34,77.0,77.0,Pimpri-Chinchwad
29-09-2005,16,30,62.0,62.0,Pimpri-Chinchwad
30-09-2005,18,35,58.0,58.0,Pimpri-Chinchwad
02-10-2005,19,38,77.0,77.0,Pimpri-Chinchwad
03-10-2005,15,28,50.0,50.0,Pimpri-Chinchwad
04-10-2005,15,28,50.0,50.0,Pimpri-Chinchwad
05-10-2005,21,40,103.0,102.0,Pimpri-Chinchwad
06-10-2005,16,31,79.0,79.0,Pimpri-Chinchwad
09-10-2005,13,24,56.0,56.0,Pimpri-Chinchwad
10-10-2005,15,27,76.0,76.0,Pimpri-Chinchwad
12-10-2005,16,29,63.0,63.0,Pimpri-Chinchwad
13-10-2005,15,27,64.0,64.0,Pimpri-Chinchwad
14-10-2005,17,33,72.0,72.0,Pimpri-Chinchwad
16-10-2005,18,26,82.0,82.0,Pimpri-Chinchwad
17-10-2005,13,22,47.0,47.0,Pimpri-Chinchwad
18-10-2005,15,30,64.0,64.0,Pimpri-Chinchwad
19-10-2005,18,32,75.0,75.0,Pimpri-Chinchwad
20-10-2005,17,35,61.0,61.0,Pimpri-Chinchwad
23-10-2005,19,35,79.0,79.0,Pimpri-Chinchwad
24-10-2005,22,40,90.0,90.0,Pimpri-Chinchwad
25-10-2005,19,37,80.0,80.0,Pimpri-Chinchwad
26-10-2005,18,34,70.0,70.0,Pimpri-Chinchwad
30-10-2005,18,35,77.0,77.0,Pimpri-Chinchwad
01-11-2005,21,39,101.0,101.0,Pimpri-Chinchwad
03-11-2005,20,39,89.0,89.0,Pimpri-Chinchwad
04-11-2005,22,41,102.0,101.0,Pimpri-Chinchwad
06-11-2005,21,38,99.0,99.0,Pimpri-Chinchwad
07-11-2005,20,37,90.0,90.0,Pimpri-Chinchwad
08-11-2005,22,40,101.0,101.0,Pimpri-Chinchwad
09-11-2005,22,39,112.0,108.0,Pimpri-Chinchwad
10-11-2005,18,32,98.0,98.0,Pimpri-Chinchwad
13-11-2005,15,27,97.0,97.0,Pimpri-Chinchwad
14-11-2005,19,34,103.0,102.0,Pimpri-Chinchwad
15-11-2005,15,27,83.0,83.0,Pimpri-Chinchwad
16-11-2005,18,32,102.0,101.0,Pimpri-Chinchwad
17-11-2005,21,40,122.0,115.0,Pimpri-Chinchwad
18-11-2005,19,34,109.0,106.0,Pimpri-Chinchwad
20-11-2005,19,37,98.0,98.0,Pimpri-Chinchwad
21-11-2005,21,39,106.0,104.0,Pimpri-Chinchwad
22-11-2005,19,32,97.0,97.0,Pimpri-Chinchwad
23-11-2005,20,36,104.0,103.0,Pimpri-Chinchwad
24-11-2005,22,38,135.0,123.0,Pimpri-Chinchwad
27-11-2005,23,41,105.0,103.0,Pimpri-Chinchwad
28-11-2005,25,42,114.0,109.0,Pimpri-Chinchwad
29-11-2005,22,39,108.0,105.0,Pimpri-Chinchwad
30-11-2005,23,40,113.0,109.0,Pimpri-Chinchwad
01-12-2005,26,43,132.0,121.0,Pimpri-Chinchwad
02-12-2005,23,37,114.0,109.0,Pimpri-Chinchwad
04-12-2005,26,40,123.0,115.0,Pimpri-Chinchwad
05-12-2005,24,37,120.0,113.0,Pimpri-Chinchwad
06-12-2005,27,40,131.0,121.0,Pimpri-Chinchwad
07-12-2005,23,32,137.0,125.0,Pimpri-Chinchwad
08-12-2005,28,39,125.0,117.0,Pimpri-Chinchwad
11-12-2005,30,46,141.0,127.0,Pimpri-Chinchwad
12-12-2005,26,41,119.0,113.0,Pimpri-Chinchwad
13-12-2005,27,33,130.0,120.0,Pimpri-Chinchwad
14-12-2005,22,30,126.0,117.0,Pimpri-Chinchwad
16-12-2005,22,33,128.0,119.0,Pimpri-Chinchwad
18-12-2005,25,37,132.0,121.0,Pimpri-Chinchwad
19-12-2005,29,38,141.0,127.0,Pimpri-Chinchwad
20-12-2005,25,35,130.0,120.0,Pimpri-Chinchwad
21-12-2005,29,47,138.0,125.0,Pimpri-Chinchwad
22-12-2005,33,56,162.0,141.0,Pimpri-Chinchwad
25-12-2005,23,42,119.0,113.0,Pimpri-Chinchwad
26-12-2005,26,45,130.0,120.0,Pimpri-Chinchwad
27-12-2005,28,48,137.0,125.0,Pimpri-Chinchwad
28-12-2005,34,57,131.0,121.0,Pimpri-Chinchwad
29-12-2005,36,59,136.0,124.0,Pimpri-Chinchwad
30-12-2005,38,57,148.0,132.0,Pimpri-Chinchwad
01-01-2006,33,54,142.0,128.0,Pimpri-Chinchwad
02-01-2006,35,61,140.0,127.0,Pimpri-Chinchwad
03-01-2006,31,53,156.0,137.0,Pimpri-Chinchwad
04-01-2006,28,56,166.0,144.0,Pimpri-Chinchwad
05-01-2006,23,47,148.0,132.0,Pimpri-Chinchwad
06-01-2006,26,51,155.0,137.0,Pimpri-Chinchwad
08-01-2006,23,49,153.0,135.0,Pimpri-Chinchwad
09-01-2006,26,42,132.0,121.0,Pimpri-Chinchwad
11-01-2006,21,44,134.0,123.0,Pimpri-Chinchwad
12-01-2006,25,42,129.0,119.0,Pimpri-Chinchwad
15-01-2006,25,42,128.0,119.0,Pimpri-Chinchwad
16-01-2006,BDL - 2,40,137.0,125.0,Pimpri-Chinchwad
17-01-2006,26,43,143.0,129.0,Pimpri-Chinchwad
18-01-2006,26,43,143.0,129.0,Pimpri-Chinchwad
19-01-2006,14,25,80.0,80.0,Pimpri-Chinchwad
20-01-2006,26,45,146.0,131.0,Pimpri-Chinchwad
22-01-2006,31,49,153.0,135.0,Pimpri-Chinchwad
23-01-2006,27,45,146.0,131.0,Pimpri-Chinchwad
24-01-2006,32,51,141.0,127.0,Pimpri-Chinchwad
26-01-2006,27,45,144.0,129.0,Pimpri-Chinchwad
29-01-2006,26,41,152.0,135.0,Pimpri-Chinchwad
30-01-2006,29,45,161.0,141.0,Pimpri-Chinchwad
01-02-2006,22,38,149.0,133.0,Pimpri-Chinchwad
02-02-2006,27,41,155.0,137.0,Pimpri-Chinchwad
03-02-2006,21,33,132.0,121.0,Pimpri-Chinchwad
05-02-2006,27,39,154.0,136.0,Pimpri-Chinchwad
06-02-2006,24,30,143.0,129.0,Pimpri-Chinchwad
07-02-2006,27,42,148.0,132.0,Pimpri-Chinchwad
08-02-2006,30,48,153.0,135.0,Pimpri-Chinchwad
09-02-2006,26,41,164.0,143.0,Pimpri-Chinchwad
12-02-2006,26,47,163.0,142.0,Pimpri-Chinchwad
13-02-2006,27,48,165.0,143.0,Pimpri-Chinchwad
14-02-2006,29,49,192.0,161.0,Pimpri-Chinchwad
15-02-2006,25,49,167.0,145.0,Pimpri-Chinchwad
16-02-2006,30,52,143.0,129.0,Pimpri-Chinchwad
17-02-2006,34,46,171.0,147.0,Pimpri-Chinchwad
19-02-2006,22,41,147.0,131.0,Pimpri-Chinchwad
20-02-2006,26,49,151.0,134.0,Pimpri-Chinchwad
21-02-2006,23,43,148.0,132.0,Pimpri-Chinchwad
22-02-2006,27,48,153.0,135.0,Pimpri-Chinchwad
26-02-2006,19,33,136.0,124.0,Pimpri-Chinchwad
27-02-2006,24,43,143.0,129.0,Pimpri-Chinchwad
28-02-2006,27,46,146.0,131.0,Pimpri-Chinchwad
01-03-2006,24,48,169.0,146.0,Pimpri-Chinchwad
02-03-2006,20,40,140.0,127.0,Pimpri-Chinchwad
03-03-2006,24,46,87.0,87.0,Pimpri-Chinchwad
05-03-2006,21,46,189.0,159.0,Pimpri-Chinchwad
06-03-2006,23,40,126.0,117.0,Pimpri-Chinchwad
07-03-2006,28,46,153.0,135.0,Pimpri-Chinchwad
08-03-2006,23,36,132.0,121.0,Pimpri-Chinchwad
09-03-2006,17,29,96.0,96.0,Pimpri-Chinchwad
12-03-2006,24,43,134.0,123.0,Pimpri-Chinchwad
13-03-2006,37,44,122.0,115.0,Pimpri-Chinchwad
15-03-2006,31,44,145.0,130.0,Pimpri-Chinchwad
16-03-2006,33,47,128.0,119.0,Pimpri-Chinchwad
17-03-2006,36,49,148.0,132.0,Pimpri-Chinchwad
19-03-2006,30,44,156.0,137.0,Pimpri-Chinchwad
20-03-2006,32,42,147.0,131.0,Pimpri-Chinchwad
21-03-2006,30,48,142.0,128.0,Pimpri-Chinchwad
22-03-2006,30,38,139.0,126.0,Pimpri-Chinchwad
23-03-2006,31,39,146.0,131.0,Pimpri-Chinchwad
26-03-2006,37,42,138.0,125.0,Pimpri-Chinchwad
27-03-2006,36,43,131.0,121.0,Pimpri-Chinchwad
28-03-2006,33,46,122.0,115.0,Pimpri-Chinchwad
30-03-2006,32,41,138.0,125.0,Pimpri-Chinchwad
31-03-2006,31,37,129.0,119.0,Pimpri-Chinchwad
02-04-2006,34,41,151.0,134.0,Pimpri-Chinchwad
03-04-2006,33,42,130.0,120.0,Pimpri-Chinchwad
04-04-2006,31,38,128.0,119.0,Pimpri-Chinchwad
06-04-2006,33,41,134.0,123.0,Pimpri-Chinchwad
09-04-2006,31,35,140.0,127.0,Pimpri-Chinchwad
11-04-2006,32,41,133.0,122.0,Pimpri-Chinchwad
12-04-2006,30,41,153.0,135.0,Pimpri-Chinchwad
14-04-2006,22,42,139.0,126.0,Pimpri-Chinchwad
16-04-2006,30,40,144.0,129.0,Pimpri-Chinchwad
17-04-2006,32,41,154.0,136.0,Pimpri-Chinchwad
18-04-2006,29,40,146.0,131.0,Pimpri-Chinchwad
19-04-2006,30,41,138.0,125.0,Pimpri-Chinchwad
20-04-2006,32,43,155.0,137.0,Pimpri-Chinchwad
23-04-2006,29,34,138.0,125.0,Pimpri-Chinchwad
24-04-2006,33,46,147.0,131.0,Pimpri-Chinchwad
25-04-2006,31,42,142.0,128.0,Pimpri-Chinchwad
26-04-2006,29,42,136.0,124.0,Pimpri-Chinchwad
27-04-2006,31,38,143.0,129.0,Pimpri-Chinchwad
28-04-2006,31,38,143.0,129.0,Pimpri-Chinchwad
01-05-2006,32,44,143.0,129.0,Pimpri-Chinchwad
02-05-2006,29,42,146.0,131.0,Pimpri-Chinchwad
03-05-2006,35,41,153.0,135.0,Pimpri-Chinchwad
04-05-2006,31,46,150.0,133.0,Pimpri-Chinchwad
05-05-2006,28,44,147.0,131.0,Pimpri-Chinchwad
07-05-2006,25,43,153.0,135.0,Pimpri-Chinchwad
08-05-2006,32,45,155.0,137.0,Pimpri-Chinchwad
09-05-2006,25,42,155.0,137.0,Pimpri-Chinchwad
10-05-2006,31,44,148.0,132.0,Pimpri-Chinchwad
11-05-2006,32,43,149.0,133.0,Pimpri-Chinchwad
14-05-2006,30,42,148.0,132.0,Pimpri-Chinchwad
15-05-2006,32,40,149.0,133.0,Pimpri-Chinchwad
16-05-2006,32,42,140.0,127.0,Pimpri-Chinchwad
17-05-2006,32,43,151.0,134.0,Pimpri-Chinchwad
18-05-2006,34,47,149.0,133.0,Pimpri-Chinchwad
19-05-2006,35,42,154.0,136.0,Pimpri-Chinchwad
21-05-2006,31,44,151.0,134.0,Pimpri-Chinchwad
22-05-2006,35,44,145.0,130.0,Pimpri-Chinchwad
23-05-2006,34,45,150.0,133.0,Pimpri-Chinchwad
24-05-2006,32,43,153.0,135.0,Pimpri-Chinchwad
25-05-2006,30,40,158.0,139.0,Pimpri-Chinchwad
28-05-2006,29,41,154.0,136.0,Pimpri-Chinchwad
29-05-2006,32,45,131.0,121.0,Pimpri-Chinchwad
30-05-2006,27,41,116.0,111.0,Pimpri-Chinchwad
31-05-2006,23,32,90.0,90.0,Pimpri-Chinchwad
01-06-2006,20,33,69.0,69.0,Pimpri-Chinchwad
02-06-2006,23,30,106.0,104.0,Pimpri-Chinchwad
04-06-2006,20,31,99.0,99.0,Pimpri-Chinchwad
05-06-2006,27,37,135.0,123.0,Pimpri-Chinchwad
06-06-2006,27,32,115.0,110.0,Pimpri-Chinchwad
07-06-2006,28,44,130.0,120.0,Pimpri-Chinchwad
08-06-2006,31,40,142.0,128.0,Pimpri-Chinchwad
11-06-2006,23,40,137.0,125.0,Pimpri-Chinchwad
12-06-2006,25,37,133.0,122.0,Pimpri-Chinchwad
13-06-2006,26,40,130.0,120.0,Pimpri-Chinchwad
14-06-2006,24,43,140.0,127.0,Pimpri-Chinchwad
15-06-2006,25,40,130.0,120.0,Pimpri-Chinchwad
16-06-2006,32,42,140.0,127.0,Pimpri-Chinchwad
18-06-2006,20,44,110.0,107.0,Pimpri-Chinchwad
20-06-2006,27,50,141.0,127.0,Pimpri-Chinchwad
21-06-2006,25,40,130.0,120.0,Pimpri-Chinchwad
22-06-2006,16,37,90.0,90.0,Pimpri-Chinchwad
23-06-2006,17,36,84.0,84.0,Pimpri-Chinchwad
25-06-2006,20,38,132.0,121.0,Pimpri-Chinchwad
26-06-2006,17,31,121.0,114.0,Pimpri-Chinchwad
27-06-2006,16,39,95.0,95.0,Pimpri-Chinchwad
28-06-2006,13,31,74.0,74.0,Pimpri-Chinchwad
29-06-2006,16,28,68.0,68.0,Pimpri-Chinchwad
30-06-2006,13,32,54.0,54.0,Pimpri-Chinchwad
02-07-2006,15,36,40.0,45.0,Pimpri-Chinchwad
03-07-2006,10,30,41.0,41.0,Pimpri-Chinchwad
04-07-2006,12,31,46.0,46.0,Pimpri-Chinchwad
06-07-2006,19,43,69.0,69.0,Pimpri-Chinchwad
07-07-2006,22,45,87.0,87.0,Pimpri-Chinchwad
09-07-2006,20,41,84.0,84.0,Pimpri-Chinchwad
10-07-2006,18,33,108.0,105.0,Pimpri-Chinchwad
11-07-2006,20,39,91.0,91.0,Pimpri-Chinchwad
12-07-2006,27,42,112.0,108.0,Pimpri-Chinchwad
13-07-2006,24,37,103.0,102.0,Pimpri-Chinchwad
14-07-2006,22,47,127.0,118.0,Pimpri-Chinchwad
16-07-2006,26,43,149.0,133.0,Pimpri-Chinchwad
17-07-2006,24,37,156.0,137.0,Pimpri-Chinchwad
18-07-2006,20,33,148.0,132.0,Pimpri-Chinchwad
19-07-2006,19,31,142.0,128.0,Pimpri-Chinchwad
20-07-2006,16,32,133.0,122.0,Pimpri-Chinchwad
21-07-2006,12,26,94.0,94.0,Pimpri-Chinchwad
23-07-2006,17,40,69.0,69.0,Pimpri-Chinchwad
24-07-2006,20,34,78.0,78.0,Pimpri-Chinchwad
25-07-2006,21,41,97.0,97.0,Pimpri-Chinchwad
26-07-2006,18,31,83.0,83.0,Pimpri-Chinchwad
27-07-2006,16,37,70.0,70.0,Pimpri-Chinchwad
28-07-2006,13,32,48.0,48.0,Pimpri-Chinchwad
30-07-2006,10,35,40.0,44.0,Pimpri-Chinchwad
31-07-2006,20,36,60.0,60.0,Pimpri-Chinchwad
01-08-2006,18,33,65.0,65.0,Pimpri-Chinchwad
02-08-2006,26,42,146.0,131.0,Pimpri-Chinchwad
03-08-2006,29,44,151.0,134.0,Pimpri-Chinchwad
04-08-2006,21,39,110.0,107.0,Pimpri-Chinchwad
06-08-2006,14,32,43.0,43.0,Pimpri-Chinchwad
07-08-2006,13,23,33.0,33.0,Pimpri-Chinchwad
08-08-2006,24,34,56.0,56.0,Pimpri-Chinchwad
09-08-2006,25,46,98.0,98.0,Pimpri-Chinchwad
10-08-2006,27,43,101.0,101.0,Pimpri-Chinchwad
13-08-2006,24,43,57.0,57.0,Pimpri-Chinchwad
15-08-2006,24,35,88.0,88.0,Pimpri-Chinchwad
16-08-2006,22,42,105.0,103.0,Pimpri-Chinchwad
17-08-2006,23,43,108.0,105.0,Pimpri-Chinchwad
18-08-2006,22,38,112.0,108.0,Pimpri-Chinchwad
20-08-2006,25,43,124.0,116.0,Pimpri-Chinchwad
21-08-2006,26,45,126.0,117.0,Pimpri-Chinchwad
22-08-2006,29,40,135.0,123.0,Pimpri-Chinchwad
23-08-2006,24,37,125.0,117.0,Pimpri-Chinchwad
24-08-2006,21,42,121.0,114.0,Pimpri-Chinchwad
27-08-2006,21,38,116.0,111.0,Pimpri-Chinchwad
28-08-2006,24,41,134.0,123.0,Pimpri-Chinchwad
29-08-2006,26,43,149.0,133.0,Pimpri-Chinchwad
30-08-2006,31,40,151.0,134.0,Pimpri-Chinchwad
31-08-2006,29,42,157.0,138.0,Pimpri-Chinchwad
01-09-2006,21,46,132.0,121.0,Pimpri-Chinchwad
03-09-2006,23,41,153.0,135.0,Pimpri-Chinchwad
04-09-2006,27,43,147.0,131.0,Pimpri-Chinchwad
06-09-2006,29,45,152.0,135.0,Pimpri-Chinchwad
10-09-2006,23,32,102.0,101.0,Pimpri-Chinchwad
11-09-2006,24,40,128.0,119.0,Pimpri-Chinchwad
12-09-2006,23,41,133.0,122.0,Pimpri-Chinchwad
13-09-2006,25,43,141.0,127.0,Pimpri-Chinchwad
14-09-2006,20,39,146.0,131.0,Pimpri-Chinchwad
15-09-2006,20,39,156.0,137.0,Pimpri-Chinchwad
17-09-2006,25,36,143.0,129.0,Pimpri-Chinchwad
18-09-2006,21,44,88.0,88.0,Pimpri-Chinchwad
19-09-2006,21,36,108.0,105.0,Pimpri-Chinchwad
20-09-2006,20,43,120.0,113.0,Pimpri-Chinchwad
24-09-2006,20,43,120.0,113.0,Pimpri-Chinchwad
25-09-2006,21,41,108.0,105.0,Pimpri-Chinchwad
26-09-2006,20,38,127.0,118.0,Pimpri-Chinchwad
27-09-2006,21,41,122.0,115.0,Pimpri-Chinchwad
28-09-2006,25,43,129.0,119.0,Pimpri-Chinchwad
29-09-2006,24,39,111.0,107.0,Pimpri-Chinchwad
03-10-2006,23,41,112.0,108.0,Pimpri-Chinchwad
04-10-2006,25,44,117.0,111.0,Pimpri-Chinchwad
05-10-2006,21,42,122.0,115.0,Pimpri-Chinchwad
06-10-2006,24,39,129.0,119.0,Pimpri-Chinchwad
08-10-2006,17,29,84.0,84.0,Pimpri-Chinchwad
09-10-2006,23,33,126.0,117.0,Pimpri-Chinchwad
10-10-2006,16,46,156.0,137.0,Pimpri-Chinchwad
11-10-2006,24,43,137.0,125.0,Pimpri-Chinchwad
12-10-2006,26,44,106.0,104.0,Pimpri-Chinchwad
15-10-2006,26,43,124.0,116.0,Pimpri-Chinchwad
16-10-2006,24,45,130.0,120.0,Pimpri-Chinchwad
17-10-2006,25,42,133.0,122.0,Pimpri-Chinchwad
18-10-2006,20,45,152.0,135.0,Pimpri-Chinchwad
19-10-2006,21,41,91.0,91.0,Pimpri-Chinchwad
21-10-2006,25,43,149.0,133.0,Pimpri-Chinchwad
23-10-2006,24,43,136.0,124.0,Pimpri-Chinchwad
24-10-2006,19,40,131.0,121.0,Pimpri-Chinchwad
25-10-2006,23,39,130.0,120.0,Pimpri-Chinchwad
29-10-2006,29,43,132.0,121.0,Pimpri-Chinchwad
30-10-2006,22,47,108.0,105.0,Pimpri-Chinchwad
31-10-2006,20,43,113.0,109.0,Pimpri-Chinchwad
01-11-2006,17,49,98.0,98.0,Pimpri-Chinchwad
02-11-2006,20,43,155.0,137.0,Pimpri-Chinchwad
03-11-2006,23,44,76.0,76.0,Pimpri-Chinchwad
05-11-2006,17,31,73.0,73.0,Pimpri-Chinchwad
06-11-2006,15,31,81.0,81.0,Pimpri-Chinchwad
07-11-2006,15,35,81.0,81.0,Pimpri-Chinchwad
08-11-2006,19,42,101.0,101.0,Pimpri-Chinchwad
09-11-2006,20,46,117.0,111.0,Pimpri-Chinchwad
10-11-2006,19,43,78.0,78.0,Pimpri-Chinchwad
12-11-2006,19,35,105.0,103.0,Pimpri-Chinchwad
13-11-2006,21,45,91.0,91.0,Pimpri-Chinchwad
14-11-2006,16,37,74.0,74.0,Pimpri-Chinchwad
15-11-2006,14,33,98.0,98.0,Pimpri-Chinchwad
16-11-2006,21,39,100.0,100.0,Pimpri-Chinchwad
17-11-2006,13,44,116.0,111.0,Pimpri-Chinchwad
19-11-2006,24,40,123.0,115.0,Pimpri-Chinchwad
20-11-2006,16,37,149.0,133.0,Pimpri-Chinchwad
21-11-2006,12,45,109.0,106.0,Pimpri-Chinchwad
22-11-2006,20,52,123.0,115.0,Pimpri-Chinchwad
23-11-2006,19,41,165.0,143.0,Pimpri-Chinchwad
24-11-2006,12,48,167.0,145.0,Pimpri-Chinchwad
26-11-2006,15,48,88.0,88.0,Pimpri-Chinchwad
27-11-2006,21,47,98.0,98.0,Pimpri-Chinchwad
28-11-2006,20,53,130.0,120.0,Pimpri-Chinchwad
29-11-2006,21,39,114.0,109.0,Pimpri-Chinchwad
30-11-2006,22,44,145.0,130.0,Pimpri-Chinchwad
01-12-2006,20,33,88.0,88.0,Pimpri-Chinchwad
03-12-2006,23,57,112.0,108.0,Pimpri-Chinchwad
04-12-2006,20,43,139.0,126.0,Pimpri-Chinchwad
05-12-2006,26,52,174.0,149.0,Pimpri-Chinchwad
06-12-2006,25,43,136.0,124.0,Pimpri-Chinchwad
07-12-2006,23,45,180.0,153.0,Pimpri-Chinchwad
10-12-2006,24,49,146.0,131.0,Pimpri-Chinchwad
11-12-2006,22,44,112.0,108.0,Pimpri-Chinchwad
12-12-2006,23,40,146.0,131.0,Pimpri-Chinchwad
13-12-2006,24,45,121.0,114.0,Pimpri-Chinchwad
14-12-2006,21,47,160.0,140.0,Pimpri-Chinchwad
15-12-2006,24,45,115.0,110.0,Pimpri-Chinchwad
17-12-2006,26,40,141.0,127.0,Pimpri-Chinchwad
18-12-2006,21,47,144.0,129.0,Pimpri-Chinchwad
19-12-2006,24,48,151.0,134.0,Pimpri-Chinchwad
20-12-2006,22,47,156.0,137.0,Pimpri-Chinchwad
21-12-2006,26,51,136.0,124.0,Pimpri-Chinchwad
24-12-2006,28,55,149.0,133.0,Pimpri-Chinchwad
25-12-2006,22,42,134.0,123.0,Pimpri-Chinchwad
26-12-2006,24,49,160.0,140.0,Pimpri-Chinchwad
27-12-2006,25,46,166.0,144.0,Pimpri-Chinchwad
28-12-2006,21,41,147.0,131.0,Pimpri-Chinchwad
29-12-2006,23,42,143.0,129.0,Pimpri-Chinchwad
31-12-2006,24,44,162.0,141.0,Pimpri-Chinchwad
01-01-2007,25,46,129.0,119.0,Pimpri-Chinchwad
02-01-2007,26,47,143.0,129.0,Pimpri-Chinchwad
03-01-2007,24,49,121.0,114.0,Pimpri-Chinchwad
04-01-2007,26,46,158.0,139.0,Pimpri-Chinchwad
05-01-2007,22,49,90.0,90.0,Pimpri-Chinchwad
07-01-2007,25,46,101.0,101.0,Pimpri-Chinchwad
08-01-2007,26,46,177.0,151.0,Pimpri-Chinchwad
09-01-2007,25,49,189.0,159.0,Pimpri-Chinchwad
10-01-2007,22,52,152.0,135.0,Pimpri-Chinchwad
11-01-2007,20,52,177.0,151.0,Pimpri-Chinchwad
14-01-2007,24,50,163.0,142.0,Pimpri-Chinchwad
15-01-2007,23,44,192.0,161.0,Pimpri-Chinchwad
16-01-2007,25,54,166.0,144.0,Pimpri-Chinchwad
17-01-2007,21,51,132.0,121.0,Pimpri-Chinchwad
18-01-2007,28,46,136.0,124.0,Pimpri-Chinchwad
19-01-2007,26,39,222.0,181.0,Pimpri-Chinchwad
21-01-2007,30,57,177.0,151.0,Pimpri-Chinchwad
22-01-2007,28,52,190.0,160.0,Pimpri-Chinchwad
23-01-2007,23,33,180.0,153.0,Pimpri-Chinchwad
24-01-2007,29,57,148.0,132.0,Pimpri-Chinchwad
28-01-2007,24,50,152.0,135.0,Pimpri-Chinchwad
30-01-2007,22,45,97.0,97.0,Pimpri-Chinchwad
31-01-2007,26,49,199.0,166.0,Pimpri-Chinchwad
01-02-2007,24,46,172.0,148.0,Pimpri-Chinchwad
02-02-2007,20,47,187.0,158.0,Pimpri-Chinchwad
04-02-2007,28,51,126.0,117.0,Pimpri-Chinchwad
05-02-2007,28,51,201.0,167.0,Pimpri-Chinchwad
06-02-2007,26,47,182.0,155.0,Pimpri-Chinchwad
07-02-2007,29,52,229.0,186.0,Pimpri-Chinchwad
08-02-2007,21,41,128.0,119.0,Pimpri-Chinchwad
11-02-2007,21,46,85.0,85.0,Pimpri-Chinchwad
12-02-2007,25,49,106.0,104.0,Pimpri-Chinchwad
13-02-2007,25,56,108.0,105.0,Pimpri-Chinchwad
14-02-2007,24,45,101.0,101.0,Pimpri-Chinchwad
15-02-2007,21,42,111.0,107.0,Pimpri-Chinchwad
16-02-2007,22,49,112.0,108.0,Pimpri-Chinchwad
18-02-2007,28,56,128.0,119.0,Pimpri-Chinchwad
19-02-2007,24,54,131.0,121.0,Pimpri-Chinchwad
20-02-2007,31,57,178.0,152.0,Pimpri-Chinchwad
21-02-2007,29,73,151.0,134.0,Pimpri-Chinchwad
22-02-2007,28,55,165.0,143.0,Pimpri-Chinchwad
23-02-2007,17,39,114.0,109.0,Pimpri-Chinchwad
25-02-2007,24,43,139.0,126.0,Pimpri-Chinchwad
26-02-2007,27,51,185.0,157.0,Pimpri-Chinchwad
27-02-2007,24,52,115.0,110.0,Pimpri-Chinchwad
28-02-2007,28,58,123.0,115.0,Pimpri-Chinchwad
01-03-2007,27,48,119.0,113.0,Pimpri-Chinchwad
02-03-2007,25,48,107.0,105.0,Pimpri-Chinchwad
04-03-2007,25,50,120.0,113.0,Pimpri-Chinchwad
05-03-2007,22,44,134.0,123.0,Pimpri-Chinchwad
06-03-2007,27,53,153.0,135.0,Pimpri-Chinchwad
07-03-2007,29,39,167.0,145.0,Pimpri-Chinchwad
08-03-2007,20,51,204.0,169.0,Pimpri-Chinchwad
11-03-2007,22,42,166.0,144.0,Pimpri-Chinchwad
12-03-2007,21,32,96.0,96.0,Pimpri-Chinchwad
13-03-2007,24,51,104.0,103.0,Pimpri-Chinchwad
14-03-2007,26,43,126.0,117.0,Pimpri-Chinchwad
15-03-2007,25,41,118.0,112.0,Pimpri-Chinchwad
16-03-2007,27,52,123.0,115.0,Pimpri-Chinchwad
19-03-2007,27,48,101.0,101.0,Pimpri-Chinchwad
20-03-2007,23,49,111.0,107.0,Pimpri-Chinchwad
21-03-2007,24,49,95.0,95.0,Pimpri-Chinchwad
22-03-2007,19,40,84.0,84.0,Pimpri-Chinchwad
23-03-2007,23,43,93.0,93.0,Pimpri-Chinchwad
25-03-2007,22,45,116.0,111.0,Pimpri-Chinchwad
27-03-2007,24,41,181.0,154.0,Pimpri-Chinchwad
28-03-2007,24,49,165.0,143.0,Pimpri-Chinchwad
29-03-2007,24,50,152.0,135.0,Pimpri-Chinchwad
01-04-2007,19,45,122.0,115.0,Pimpri-Chinchwad
02-04-2007,22,50,133.0,122.0,Pimpri-Chinchwad
03-04-2007,23,47,176.0,151.0,Pimpri-Chinchwad
04-04-2007,23,44,173.0,149.0,Pimpri-Chinchwad
